Location,Area_sqft,BHK,Price_Lakhs
"Sidharth Enclave, Kilokri, Ring Road",1300.0,3,200.0
Sarita Vihar Pocket B,1150.0,2,135.0
Sarita Vihar Pocket F,1500.0,3,140.0
"DDA Flats, Sarita Vihar, Mathura Road carpet area 1150 sqft status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Main Road society DDA Flats car parking 2 Open bathroom 2 balcony 3 ownership Freehold 2 BHK flat available for sale in sarita vihar excellent interiors flooring in all bedrooms complete wood work modular kitchen beautiful bathrooms extremely well maintained ample parking space read more Contact Agent View Phone No. Share Feedback Lavish Associates Certified Agent Trusted by Users Genuine Listings Market Knowledge",1150.0,2,108.0
"New Manglapuri, Sultanpur",900.0,3,90.0
"New Manglapuri, Sultanpur",1150.0,3,63.0
Sultanpur Extension,1000.0,3,55.0
"New Manglapuri, Sultanpur",450.0,1,23.5
Sultanpur,1350.0,3,85.0
Sultanpur Extension,445.0,1,16.5
"Manglapuri, Sultanpur",1200.0,2,100.0
"Indra Park Palam, Manglapuri",50.0,1,15.0
"Sultanpur carpet area 1100 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Main Road car parking 1 Covered bathroom 2 balcony 2 ownership Freehold 2 bhk flat available in sultanpur, near metro station, loan facility available, with registry, all the modern facilities are variable, with car parking, near market, fully ventilated. read more Contact Agent View Phone No. Share Feedback Agent Delhi Dream 3500+ Buyers Served",1100.0,2,28.0
Sultanpur Extension,700.0,2,26.0
"New Manglapuri, Sultanpur",500.0,1,23.5
Sultanpur Extension,540.0,1,23.5
Sultanpur,450.0,1,20.0
Sultanpur,800.0,2,50.0
"New Manglapuri, Sultanpur",700.0,2,35.0
Sultanpur,750.0,2,45.0
Sultanpur,750.0,2,40.0
"New Manglapuri, Sultanpur",1600.0,3,108.0
"New Manglapuri, Sultanpur",1000.0,3,100.0
"New Manglapuri, Sultanpur",1600.0,3,108.0
"Manglapuri, Sultanpur",900.0,3,90.0
"New Manglapuri, Sultanpur",1700.0,3,85.0
"New Manglapuri, Sultanpur",1100.0,3,60.0
"New Manglapuri, Sultanpur",1000.0,3,55.0
"Manglapuri, Sultanpur",1000.0,3,70.0
Sultanpur,1100.0,3,60.0
"Manglapuri, Sultanpur",765.0,3,37.0
"Indra Park Palam, Manglapuri",900.0,2,31.0
Sultanpur,600.0,2,45.0
"Indra Park Palam, Manglapuri",360.0,1,15.0
Chhattarpur,950.0,3,70.9
"Chhattarpur carpet area 400 sqyrd status Ready to Move transaction New Property furnishing Semi-Furnished car parking 1 Covered, 1 Open bathroom 2 balcony 1 Newly Constructed Property It's a Ground floor Builder Floor Apartment in a building of total 4 floors. The Builder Floor Apartment is newly constructed. Prime facilities are easily accessible from this place with Oxford Angel Public School (0 km ). Other key neighbourhood are Abdul Gaffar Khan Market (0 km ). read more Contact Agent View Phone No. Share Feedback Home Hunt Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 4 Property Options in Chhattarpur CRISIL Rating Operating Since 2011 No of employees 5 Home Hunt Certified Agent Locality Superstar Chhattarpur 500+ Buyers Served",3600.0,2,45.0
"JVTS Gardens, Chhattarpur",1305.0,4,55.0
Chhattarpur,1800.0,3,630.0
Chhattarpur,950.0,3,69.9
Chhattarpur,800.0,2,44.0
Chhattarpur Enclave Phase2,1800.0,4,125.0
Chhattarpur,800.0,2,30.0
Chhattarpur,675.0,2,28.0
"JVTS Gardens, Chhattarpur",1175.0,3,50.0
Chhattarpur,1500.0,3,60.0
Chhattarpur,810.0,2,45.0
Chhattarpur Enclave Phase2,630.0,2,28.0
Chhattarpur,650.0,2,25.0
Chhattarpur Enclave Phase2,1800.0,4,85.0
Chhattarpur,725.0,2,30.0
Chhattarpur,900.0,3,49.0
Chhattarpur,750.0,2,35.0
Chhattarpur Enclave Phase2,700.0,2,30.0
Chhattarpur,950.0,3,70.2
"DLF Chattarpur Farms, Chhattarpur",1600.0,3,600.0
Chhattarpur,900.0,2,35.0
Chhattarpur,1500.0,3,70.0
Chhattarpur Enclave Phase2,500.0,2,70.0
Chhattarpur Enclave Phase2,1035.0,3,45.0
"Aravali Tower, Chhattarpur",825.0,3,59.9
Chhattarpur,1300.0,3,44.0
Chhattarpur,765.0,2,25.0
Chhattarpur Enclave Phase2,580.0,1,16.0
Chhattarpur Enclave Phase2,1750.0,3,65.0
Mehrauli,650.0,2,27.5
Mehrauli,405.0,1,15.0
Mehrauli,675.0,2,22.0
Mehrauli,850.0,2,28.0
Mehrauli,800.0,3,45.0
Mehrauli,405.0,1,18.0
Mehrauli,1350.0,3,85.0
Mehrauli,1350.0,3,85.0
Mehrauli,450.0,1,17.0
"Mehrauli carpet area 1300 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 2 Covered bathroom 3 balcony 2 ownership Freehold 3 bhk flat with attached washroom, modular kitchen, IInd floor, one car and one bike parking, lift, gated society, security, cctv camera, water backup. read more Contact Agent View Phone No. Share Feedback Agent India Bhoomi",1300.0,3,70.0
Mehrauli,1050.0,3,56.0
Mehrauli,1675.0,4,135.0
Mehrauli,1250.0,3,85.0
Mehrauli,1080.0,3,60.0
"Andheria Mor, Mehrauli",1170.0,3,72.0
Mehrauli carpet area 1250 sqft status Ready to Move floor Ground out of 8 floors transaction Resale furnishing Semi-Furnished facing East overlooking Main Road car parking 1 Covered bathroom 2 balcony 3 ownership Freehold The flat located are very good condition and well developed area. The flat area are very spaciable. This flat balcony view is very best society very neat and clean. read more Contact Agent View Phone No. Share Feedback Agent Bharti Real Estate 100+ Buyers Served,1250.0,3,65.0
"Andheria Mor, Mehrauli",1500.0,3,84.0
Mehrauli,1350.0,3,85.0
Mehrauli,855.0,2,40.0
Mehrauli,540.0,1,17.0
Mehrauli,1044.0983,3,60.0
Mehrauli,405.0,1,16.0
Mehrauli,500.0,1,21.0
Mehrauli,450.0,1,17.0
"Andheria Mor, Mehrauli",405.0,1,15.0
Mehrauli,405.0,1,12.0
"Brijwasi Colony, Mehrauli",450.0,1,16.5
Mehrauli,173.0,2,35.0
Mehrauli,1100.0,3,85.0
Mehrauli,600.0,2,32.0
Mahavir Enclave,800.0,3,44.0
Mahavir Enclave Part 1,990.0,4,72.0
Mahavir Enclave Part 1,1100.0,3,75.0
Mahavir Enclave,1100.0,3,65.0
Mahavir Enclave Part 1,527.0,2,35.0
Mahavir Enclave Part 1 carpet area 1000 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished facing East car parking 1 Covered bathroom 2 balcony 2 East Facing Property this property is for sale purpose.......................... Contact Owner View Phone No. Share Feedback Owner Twinkle Sudan,1000.0,2,65.0
Mahavir Enclave Part 1,1000.0,3,62.0
Mahavir Enclave Part 1,450.0,1,25.0
Mahavir Enclave,600.0,2,30.0
Mahavir Enclave Part 1,950.0,3,60.0
Mahavir Enclave Part 1,855.0,3,48.0
Mahavir Enclave,770.0,2,37.9
Mahavir Enclave,810.0,3,42.0
Mahavir Enclave,710.0,2,29.0
Mahavir Enclave Part 1,950.0,3,50.0
Mahavir Enclave Part 1,450.0,1,21.0
Mahavir Enclave Part 1,500.0,2,32.0
Mahavir Enclave Part 1,600.0,2,30.0
Mahavir Enclave Part 1,420.0,1,23.0
Mahavir Enclave Part 1,900.0,3,59.0
Mahavir Enclave Part 1,945.0,3,55.0
Mahavir Enclave carpet area 565 sqft status Ready to Move floor Ground out of 1 floor transaction Resale furnishing Unfurnished facing East car parking 1 Covered bathroom 2 balcony 1 ownership Freehold East Facing Property This Freehold Builder Floor Apartment is located at Ground floor in a building of total 1 floors. The age of construction for this apartment Builder Floor Apartment is Less than 5 years. High quality flooring of types Granite are available in different rooms. read more Contact Owner View Phone No. Share Feedback Owner Adesh Sah,565.0,2,35.0
Mahavir Enclave Part 3,450.0,2,17.0
Mahavir Enclave,430.0,1,18.5
Mahavir Enclave,550.0,2,23.0
Mahavir Enclave,810.0,3,38.0
Mahavir Enclave Part 1,720.0,3,45.0
"Vijay Enclave, Mahavir Enclave",360.0,2,22.0
Mahavir Enclave,820.0,3,52.0
Mahavir Enclave Part 3,459.0,2,22.0
"Narela Sector A1 carpet area 42 sqyrd status Ready to Move floor Ground out of 5 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Open bathroom 2 balcony 2 ownership Freehold Near bawana industrial area and j.j. colony. DDA Housing property LIG FLAT very nice property for single family 200 hundreds family already living IN THIS SOCIETY and very piece full atmosphere this society 24 hour guards all facility available read more Contact Owner View Phone No. Share Feedback Owner Vivek Gupta",378.0,1,15.0
"DDA Flats Pocket 6 Sector A10, Narela",450.0,1,22.0
"DDA Flats Pocket 1 Sector A9, Narela",900.0,2,38.0
"DDA Janta Flats, Tikri Khurd Sector B2, Narela",360.0,1,18.0
Narela,559.7228,2,28.5
Narela,350.0,1,25.0
Narela,365.0,1,35.0
"DDA Lig Flats, Narela",390.0,1,20.0
"DDA Flats Pocket 3, Narela",350.0,1,30.0
"DDA Lig Flats, Narela",210.0,1,20.0
"DDA Lig Flats, Narela",50.0,1,35.0
"DDA Pocket H, Narela",500.0,1,18.0
"DDA Lig Flats, Narela",350.0,1,16.0
"DDA Lig Flats, Narela",379.0,1,16.0
Narela,236.8058,1,20.0
Narela Mandi,445.0,1,15.0
"DDA Flats Pocket 6 Sector A10, Narela",452.0838,2,30.0
Narela,350.0,1,14.9
"DDA Lig Flats, Narela",437.0,1,35.0
"Bhorgarh, Narela",61.0,3,40.0
Narela,495.0,2,17.5
Narela Sector A9,900.0,2,46.0
"DDA Lig Flats, Narela",350.0,1,18.0
Narela,585.0,2,19.0
Narela Sector A5,198.0,1,10.0
"DDA Lig Flats, Narela",4900.0,1,10.0
"DDA Flats Pocket 3, Narela",2077.4327,1,10.0
"DDA Lig Flats, Narela",50.0,1,35.0
Narela,990.0,3,50.0
Narela,425.0,1,22.0
Malviya Nagar,750.0,2,130.0
"Shivalik, Malviya Nagar",1400.0,3,340.0
"Geetanjali Enclave, Malviya Nagar",3600.0,4,600.0
"Geetanjali Enclave, Malviya Nagar",3000.0,4,745.0
"Geetanjali Enclave, Malviya Nagar",2750.0,4,750.0
"Geetanjali Enclave, Malviya Nagar",2050.0,4,625.0
"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",3000.0,4,670.0
Malviya Nagar,850.0,2,85.0
Malviya Nagar,750.0,2,115.0
"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",2600.0,4,525.0
Malviya Nagar,800.0,2,120.0
Malviya Nagar,550.0,2,107.0
Malviya Nagar,700.0,2,90.0
"Geetanjali Enclave, Malviya Nagar",2316.0,3,1000.0
"Khirki extension, Malviya Nagar",900.0,3,62.0
Malviya Nagar,100.0,3,170.0
"Malviya Nagar carpet area 100 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 2 Open bathroom 3 balcony 2 ownership Freehold It's a Corner three story building, located in South Delhi. Amenities like Market, Schools, Hospitals, Parks, Gyms, Study Centers, Temple are all around. Very Close to Malviya Nagar Metro and Haus Khas Metro Station. Centerlize place to live. Whether you go to Gurgaon or Noida Or to other parts of the city, commuting from here is very easy. read more Contact Owner View Phone No. Share Feedback Owner Rohit",900.0,2,125.0
Malviya Nagar,1500.0,2,130.0
"Khirki extension, Malviya Nagar",650.0,3,42.0
Malviya Nagar,2000.0,4,360.0
Malviya Nagar,500.0,1,23.0
Malviya Nagar,1125.0,2,81.0
Malviya Nagar,1300.0,3,100.0
"Geetanjali Enclave, Malviya Nagar",2500.0,4,625.0
"Geetanjali Enclave, Malviya Nagar",2200.0,4,650.0
Malviya Nagar,1290.0,3,200.0
"Geetanjali Enclave, Malviya Nagar",2250.0,4,575.0
"Shivalik, Malviya Nagar",1350.0,3,300.0
"Shivalik, Malviya Nagar",1400.0,3,300.0
"Shivalik, Malviya Nagar",1700.0,3,300.0
"Dilshad Colony, Dilshad Garden",450.0,1,33.0
"Guru Teg Bahadur Enclave, Dilshad Garden",750.0,2,73.5
"Dilshad Garden carpet area 1500 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished bathroom 1 balcony 2 Mig dda flat located at a very prime location near to market, school, hospital, metro station etc. Contact Owner View Phone No. Share Feedback Owner R",1500.0,4,125.0
"Dilshad Colony, Dilshad Garden",400.0,1,35.0
"Dilshad Colony, Dilshad Garden",650.0,2,65.0
"Dilshad Colony, Dilshad Garden",900.0,2,69.0
"Dilshad Colony, Dilshad Garden",400.0,1,36.0
"Dilshad Colony, Dilshad Garden",900.0,3,135.0
"DDA Flats Block A, Dilshad Garden",1000.0,3,92.0
"Dilshad Colony, Dilshad Garden",405.0,1,25.0
"DDA Flats Block A, Dilshad Garden",1700.0,3,170.0
Dilshad Garden,800.0,3,90.3
"Dilshad Colony, Dilshad Garden",1076.39,3,93.0
"DDA Pocket JK, Dilshad Garden",750.0,2,65.0
"Dilshad Colony, Dilshad Garden",460.0,2,33.0
"Dilshad Colony, Dilshad Garden",370.0,1,24.0
"Dilshad Colony, Dilshad Garden",1800.0,3,150.0
Dilshad Garden,1080.0,3,70.0
"DDA Pocket E, Dilshad Garden",350.0,1,42.0
Dilshad Garden,500.0,2,58.0
"Dilshad Colony, Dilshad Garden",900.0,3,48.0
"Dilshad Colony, Dilshad Garden",800.0,2,75.0
"DDA Flats Pocket O, Dilshad Garden",350.0,1,30.0
Dilshad Garden,430.556,1,43.0
"Dilshad Colony, Dilshad Garden",500.0,1,26.0
Dilshad Garden,1450.0,2,70.0
"Dilshad Colony, Dilshad Garden",800.0,2,60.0
"Dilshad Colony, Dilshad Garden",1000.0,2,67.0
"DDA Pocket I, Dilshad Garden",1000.0,3,95.0
"DDA Flats Block A, Dilshad Garden",1600.0,3,170.0
Vasundhara Enclave,900.0,2,80.0
Vasundhara Enclave,1500.0,3,120.0
Vasundhara Enclave,1050.0,2,90.0
"Samrat Apartment, Vasundhara Enclave",1300.0,3,115.0
"Mangal Apartment, Vasundhara Enclave carpet area 1600 sqft status Ready to Move floor 4 out of 7 floors transaction Resale furnishing Furnished facing South - East overlooking Garden/Park, Main Road society Mangal Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Fully furnished , complete marble flooring, ready to move in. Contact Owner View Phone No. Share Feedback Owner Shailendra",1600.0,4,200.0
"Prayag Apartments, Vasundhara Enclave carpet area 900 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Garden/Park, Main Road society Prayag Apartments car parking 1 Open bathroom 2 balcony 2 ownership Freehold This is 2 BHK apartment , with 2 Bathroom and one parking.This is East facing Flat.Near Metro Station is Ashok Nagar read more Contact Owner View Phone No. Share Feedback Owner Sameer Kumar",900.0,2,85.5
"Abhimanyu Apartments, Vasundhara Enclave",1350.0,4,105.0
"Fancy Apartments, Vasundhara Enclave",1000.0,3,120.0
"Shantidoot Apartment, Vasundhara Enclave",1400.0,3,110.0
Vasundhara Enclave,975.0,3,120.0
"Mangal Apartment, Vasundhara Enclave",900.0,2,90.0
Vasundhara Enclave,1100.0,2,100.0
Vasundhara Enclave,950.0,2,81.0
Vasundhara Enclave,1300.0,3,92.0
Vasundhara Enclave,1459.0,3,142.0
"Satyam Apartment, Vasundhara Enclave",1000.0,2,75.0
"Samrat Apartment, Vasundhara Enclave",1100.0,2,95.0
"Satyam Apartment, Vasundhara Enclave",1450.0,3,140.0
"Abhimanyu Apartments, Vasundhara Enclave",1450.0,3,116.0
Vasundhara Enclave,1150.0,3,120.0
Vasundhara Enclave,780.0,2,75.0
"Anekant Apartment, Vasundhara Enclave",1300.0,3,98.0
"New Delhi Apartment, Vasundhara Enclave",1350.0,3,120.0
"Mahesh Apartment, Vasundhara Enclave",1200.0,3,125.0
"Pawittra Apartment, Vasundhara Enclave",1460.0,3,165.0
Vasundhara Enclave,1460.0,3,120.0
Vasundhara Enclave,1100.0,2,72.0
"Capital Apartment, Vasundhara Enclave",1500.0,3,150.0
"Hindon Apartment, Vasundhara Enclave",1050.0,2,100.0
"Gobind Apartment, Vasundhara Enclave",1350.0,3,110.0
"Godrej South Estate, Okhla",1500.0,2,247.0
"Godrej South Estate, Okhla",976.0,2,249.0
"Abul Fazal Enclave Part 1, Okhla",540.0,2,36.0
"Batla House, Okhla",450.0,1,17.0
"Sukhdev Vihar, Okhla",900.0,2,110.0
"Sukhdev Vihar, Okhla",2500.0,4,750.0
"Godrej South Estate, Okhla Phase 1",979.5149,2,248.0
"Godrej South Estate, Okhla Phase 1",945.0,2,249.0
"Godrej South Estate, Okhla Phase 1",976.0,2,249.0
"Godrej South Estate, Okhla",1531.0,2,259.0
"Sukhdev Vihar, Okhla",1000.0,2,117.0
"Sukhdev Vihar, Okhla",750.0,3,135.0
"Abul Fazal Enclave Part-II, Okhla",900.0,3,55.0
"Godrej South Estate, Okhla",1512.0,2,300.0
"Abul Fazal Enclave Part 1, Okhla",35.0,3,49.5
"Sukhdev Vihar, Okhla",1500.0,3,160.0
"Sukhdev Vihar, Okhla",2907.0,4,300.0
"Sukhdev Vihar, Okhla",2210.0,4,410.0
"Abul Fazal Enclave Part-II, Okhla",750.0,2,38.0
"Godrej South Estate, Okhla Phase 1",2518.7526,4,689.0
"Jamia Nagar, Okhla",588.0,2,18.0
"Zakir Nagar, New Friends Colony",540.0,2,15.0
"Sukhdev Vihar, Okhla",1100.0,3,125.0
"Batla House, Okhla",550.0,2,16.0
"Batla House Project, Batla House, Okhla",750.0,3,24.0
"Abul Fazal Enclave Part 1, Okhla",1260.0,3,70.0
"Abul Fazal Enclave Part-II, Okhla",675.0,2,31.0
"Sukhdev Vihar, Okhla",810.0,2,145.0
"Sukhdev Vihar, Okhla",3150.0,4,615.0
"Sukhdev Vihar, Okhla",2000.0,4,275.0
"The Amaryllis, Karol Bagh",1775.0,3,255.0
"The Amaryllis, Karol Bagh",1135.0,3,250.0
"The Amaryllis, Karol Bagh",1252.0,2,185.0
"The Amaryllis, Karol Bagh",2000.0,4,397.0
"Dev Nagar, Karol Bagh",530.0,4,68.0
"Beadon Pura, Karol Bagh How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 148 sqyrd status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished bathroom 2 balcony 3 ownership Freehold Contact Now Enquire Now Auction By Bank",1332.0,3,65.4
"The Amaryllis, Karol Bagh",1017.0,3,220.0
"The Amaryllis, Karol Bagh",1775.0,3,255.0
"The Amaryllis, Karol Bagh",987.0,2,170.0
"The Amaryllis, Karol Bagh",1912.0,3,275.0
"The Amaryllis, Karol Bagh",5236.0,5,737.0
"The Amaryllis, Karol Bagh",2805.0,4,523.0
"DDA Mig Flat, Prasad Nagar, Karol Bagh",1500.0,3,160.0
Karol Bagh,1280.0,3,150.0
"The Amaryllis, Karol Bagh",1775.0,3,255.0
Karol Bagh,675.0,2,100.0
"Prasad Nagar, Karol Bagh",576.0,2,50.0
Karol Bagh,1206.0,3,200.0
"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",1143.0,2,160.0
Karol Bagh,345.0,1,55.0
"Dev Nagar, Karol Bagh",720.0,2,70.0
Karol Bagh,468.0,2,41.0
"Karol Bagh carpet area 1600 sqft status Ready to Move floor 3 out of 3 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Near to Karol Bagh Metro station...................................... Its a very peaceful location ....................................................................................................................... read more Contact Agent View Phone No. Share Feedback Agent S R B Properties",1600.0,3,240.0
"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",950.0,2,125.0
"Dev Nagar, Karol Bagh",535.0,2,39.0
Karol Bagh,1200.0,3,145.0
"The Amaryllis, Karol Bagh",1501.0,3,200.0
"The Amaryllis, Karol Bagh",1135.0,3,245.0
"The Amaryllis, Karol Bagh",1200.0,3,209.0
"The Amaryllis, Karol Bagh",2200.0,3,431.0
"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",1240.0,3,180.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",3002.0,4,500.0
"New Moti Nagar, Kirti Nagar",1350.0,3,185.0
"New Moti Nagar, Kirti Nagar",2300.0,4,465.0
"New Moti Nagar, Kirti Nagar",1429.0,3,175.0
"New Moti Nagar, Kirti Nagar",2430.0,4,425.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1450.0,3,155.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1250.0,2,150.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2800.0,4,400.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1646.0,3,200.0
"New Moti Nagar, Kirti Nagar",900.0,2,67.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1250.0,3,160.0
"New Moti Nagar, Kirti Nagar",900.0,3,80.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1590.0,3,250.0
"New Moti Nagar, Kirti Nagar",990.0,3,250.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2282.0,4,375.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1260.0,3,250.0
"New Moti Nagar, Kirti Nagar",1457.0,3,230.0
"New Moti Nagar, Kirti Nagar",1400.0,3,175.0
"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",2175.0,4,440.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1450.0,3,150.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2800.0,4,425.0
"New Moti Nagar, Kirti Nagar",861.112,2,50.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2282.0,4,380.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1753.0,3,190.0
"New Moti Nagar, Kirti Nagar",2659.0,4,435.0
"New Moti Nagar, Kirti Nagar",1550.0,3,195.0
"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1470.0,3,142.0
"New Moti Nagar, Kirti Nagar",702.0,3,142.0
"New Moti Nagar, Kirti Nagar",1138.0,2,135.0
Sheikh Sarai Phase 1,1600.0,3,210.0
Sheikh Sarai Phase 1,1600.0,3,225.0
Sheikh Sarai,1250.0,2,190.0
Sheikh Sarai Phase 2,810.0,3,75.0
"Savitri Nagar Village, Sheikh Sarai",585.0,2,40.0
"Savitri Nagar Village, Sheikh Sarai",1700.0,3,80.0
Sheikh Sarai Phase 1,1800.0,3,190.0
Sheikh Sarai Phase 2,600.0,1,70.0
"Panchsheel Vihar, Sheikh Sarai",1250.0,3,58.0
"Savitri Nagar Village, Sheikh Sarai",600.0,3,80.0
Sheikh Sarai Phase 1,1600.0,3,188.0
"Panchsheel Vihar, Sheikh Sarai",1100.0,3,60.0
"Panchsheel Vihar, Sheikh Sarai",450.0,1,22.0
"Savitri Nagar Village, Sheikh Sarai",855.0,3,65.0
Sheikh Sarai Phase 1,1291.668,3,235.0
Sheikh Sarai Phase 1,1300.0,2,160.0
Sheikh Sarai Phase 1,1350.0,3,200.0
Sheikh Sarai Phase 1,900.0,2,55.0
Sheikh Sarai Phase 1,850.0,2,135.0
Sheikh Sarai Phase 1,1650.0,3,225.0
"Panchsheel Vihar, Sheikh Sarai",650.0,2,38.0
"Apna Apartments, Savitri Nagar Village, Sheikh Sarai",630.0,2,46.0
Sheikh Sarai Phase 1,1250.0,2,175.0
"Panchsheel Vihar, Sheikh Sarai",1800.0,4,55.0
Sheikh Sarai Phase 1,1500.0,3,225.0
Sheikh Sarai Phase 1,1100.0,2,125.0
Sheikh Sarai Phase 1,1400.0,3,190.0
Sheikh Sarai Phase 1,1300.0,2,155.0
Sheikh Sarai Phase 1,1100.0,2,135.0
Sheikh Sarai Phase 1,1600.0,3,210.0
"Punjabi Bagh Enclave, Punjabi Bagh West",2250.0,4,500.0
Punjabi Bagh,2592.0,4,425.0
Punjabi Bagh West,1800.0,4,455.0
Punjabi Bagh,1700.0,3,230.0
Punjabi Bagh West,1640.0,3,120.0
Punjabi Bagh West,2572.0,3,350.0
"Punjabi Bagh Enclave, Shivaji Park, Punjabi Bagh",2100.0,3,250.0
"Punjabi Bagh Extension, Punjabi Bagh",1620.0,3,290.0
Punjabi Bagh West,2500.0,4,800.0
Punjabi Bagh West,2250.0,3,205.0
"DLF Capitals Phase III, Shivaji Park, Punjabi Bagh",2445.0,4,525.0
Punjabi Bagh,2250.0,4,375.0
"Punjabi Bagh Enclave, Punjabi Bagh West",800.0,2,75.0
"Punjabi Bagh Enclave, Punjabi Bagh",1450.0,3,325.0
"Punjabi Bagh Extension, Punjabi Bagh",1440.0,3,245.0
Punjabi Bagh West,5220.0,5,650.0
Punjabi Bagh,1800.0,3,275.0
Punjabi Bagh West,4455.0,5,1150.0
"Punjabi Bagh Extension, Punjabi Bagh",195.0,3,280.0
"Punjabi Bagh Extension, Punjabi Bagh",807.2925,2,80.0
Punjabi Bagh West,3500.0,4,751.0
"Punjabi Bagh Enclave, Madipur, Punjabi Bagh",1000.0,2,78.0
"Bhagwan Das Nagar, Punjabi Bagh",900.0,2,150.0
Punjabi Bagh East,1800.0,3,275.0
Punjabi Bagh West,17010.0,3,250.0
Punjabi Bagh East,2340.0,4,260.0
Punjabi Bagh East,1350.0,3,235.0
"Bhagwan Das Nagar, Punjabi Bagh",464.0,3,42.0
Punjabi Bagh East,954.0,2,100.0
"Pal Mohan Apartments, Punjabi Bagh",1155.0,2,185.0
Alaknanda,700.0,2,165.0
"Shivalik Apartments, Alaknanda",980.0,2,138.0
"Narmada Apartment, Alaknanda",1350.0,3,210.0
"Gangotri Enclave, Alaknanda",1800.0,3,225.0
"Aravali Apartments, Alaknanda",968.751,2,150.0
"Narmada Apartment, Alaknanda",1250.0,3,200.0
"Aravali Apartments, Alaknanda",1800.0,3,200.0
"Shivalik Apartments, Alaknanda",1400.0,3,260.0
"Narmada Apartment, Alaknanda",1000.0,3,195.0
"Tara Apartment, Alaknanda",1800.0,4,215.0
Alaknanda,1500.0,3,265.0
"Narmada Apartment, Alaknanda",1600.0,3,200.0
"Narmada Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road society Narmada Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Near Alaknanda Main Market & Greater Kailash Metro Station. A very good 3 bhk flat for sale in rwa Narmada Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",1400.0,3,180.0
Alaknanda,1400.0,3,190.0
Greater Kailash 4 Nri Colony,2700.0,4,365.0
Alaknanda,1100.0,2,150.0
Alaknanda,1200.0,2,175.0
Alaknanda,1400.0,2,140.0
"Project Gangotri Enclave, Alaknanda",1500.0,3,210.0
Alaknanda,1320.0,3,156.0
"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",1300.0,3,190.0
"Narmada Apartment, Alaknanda",1150.0,2,165.0
Alaknanda,1440.0,3,190.0
"Nilgiri Apartment, Alaknanda",1400.0,2,165.0
Alaknanda,450.0,1,30.0
"Yamuna Apartment, Alaknanda",1300.0,2,150.0
"Nilgiri Apartment, Alaknanda",1200.0,2,143.0
